txn_id,sender_account_id,receiver_account_id,amount_inr,timestamp,mode
TXN-00044,A-0035,A-0456,129455.54,2026-10-16 19:14:46,IMPS
TXN-00045,A-0143,A-0026,366782.2,2024-05-03 05:41:06,IMPS
TXN-00046,A-0397,A-0261,138452.81,2025-06-07 06:11:20,NEFT
TXN-00047,A-0227,A-0312,195170.36,2025-02-23 14:46:57,UPI
TXN-00048,A-0147,A-0159,58805.51,2026-03-24 16:41:41,RTGS
TXN-00049,A-0269,A-0039,263278.05,2026-04-13 02:28:13,Cash Deposit
TXN-00050,A-0368,A-0226,411902.82,2025-03-27 10:46:17,Cash Deposit
TXN-00051,A-0148,A-0302,486205.72,2026-05-05 15:57:09,IMPS
TXN-00052,A-0192,A-0359,448041.16,2024-09-13 16:51:01,NEFT
TXN-00053,A-0329,A-0325,258484.68,2024-07-28 23:19:23,RTGS
TXN-00054,A-0054,A-0163,163882.48,2026-04-30 18:02:27,IMPS
TXN-00055,A-0062,A-0420,139004.2,2025-03-13 12:12:05,IMPS
TXN-00056,A-0176,A-0339,228657.69,2026-06-16 21:44:32,UPI
TXN-00057,A-0371,A-0236,446771.52,2024-05-04 17:20:14,UPI
TXN-00058,A-0427,A-0159,484370.99,2026-02-03 12:17:02,UPI
TXN-00059,A-0011,A-0037,52388.14,2026-09-20 07:07:49,IMPS
TXN-00060,A-0054,A-0078,480788.48,2026-08-22 06:15:55,RTGS
TXN-00061,A-0090,A-0056,313365.28,2025-01-10 20:55:27,IMPS
TXN-00062,A-0196,A-0230,26606.96,2024-09-17 09:24:20,IMPS
TXN-00063,A-0176,A-0404,425708.69,2024-11-28 11:53:17,UPI
TXN-00064,A-0256,A-0241,266128.75,2025-08-14 23:06:25,Cash Deposit
TXN-00065,A-0165,A-0080,456311.14,2026-04-06 11:12:54,IMPS
TXN-00066,A-0111,A-0225,252890.36,2025-09-22 05:37:24,NEFT
TXN-00067,A-0401,A-0079,64028.51,2024-02-18 06:43:46,IMPS
TXN-00068,A-0038,A-0002,452305.66,2026-05-06 10:39:07,Cash Deposit
TXN-00069,A-0022,A-0235,170557.39,2024-11-27 13:41:21,UPI
TXN-00070,A-0489,A-0425,257017.2,2024-08-06 10:08:35,Cash Deposit
TXN-00071,A-0025,A-0319,475322.9,2026-04-22 16:26:07,Cash Deposit
TXN-00072,A-0088,A-0192,287002.07,2024-03-09 02:00:01,NEFT
TXN-00073,A-0499,A-0061,360475.81,2025-12-02 14:11:21,RTGS
TXN-00074,A-0100,A-0405,187554.38,2025-01-02 02:09:20,UPI
TXN-00075,A-0217,A-0373,198782.03,2025-12-12 01:31:02,RTGS
TXN-00076,A-0199,A-0467,457678.97,2024-08-20 12:13:34,RTGS
TXN-00077,A-0130,A-0140,109101.69,2025-12-20 04:36:34,IMPS
TXN-00078,A-0298,A-0465,52190.0,2025-06-25 02:37:42,UPI
TXN-00079,A-0410,A-0018,269115.55,2024-12-15 01:12:29,Cash Deposit
TXN-00080,A-0252,A-0207,29708.87,2024-03-10 10:49:50,Cash Deposit
TXN-00081,A-0074,A-0126,418335.3,2025-01-16 03:31:00,UPI
TXN-00082,A-0357,A-0494,62742.16,2026-08-12 11:28:13,Cash Deposit
TXN-00083,A-0243,A-0303,204168.31,2025-01-01 20:59:33,IMPS
TXN-00084,A-0268,A-0221,40767.23,2025-12-25 08:31:57,IMPS
TXN-00085,A-0348,A-0408,449462.4,2025-03-09 09:50:52,NEFT
TXN-00086,A-0017,A-0254,108885.7,2024-04-05 10:26:31,UPI
TXN-00087,A-0478,A-0234,83401.72,2026-07-25 06:07:48,RTGS
TXN-00088,A-0239,A-0130,283422.42,2025-11-11 18:26:49,Cash Deposit
TXN-00089,A-0250,A-0478,270598.2,2025-08-23 05:59:07,Cash Deposit
TXN-00090,A-0017,A-0043,492247.2,2026-09-22 14:16:04,Cash Deposit
TXN-00091,A-0342,A-0444,477731.82,2026-12-21 16:23:30,RTGS
TXN-00092,A-0391,A-0449,59483.15,2026-11-22 02:05:17,UPI
TXN-00093,A-0413,A-0106,175360.53,2024-03-08 23:46:18,RTGS
TXN-00094,A-0078,A-0484,111649.39,2025-03-01 19:16:59,NEFT
TXN-00095,A-0076,A-0108,168045.04,2026-08-11 17:58:42,IMPS
TXN-00096,A-0147,A-0408,199067.71,2026-12-09 01:05:28,NEFT
TXN-00097,A-0323,A-0096,275354.6,2025-06-24 10:08:44,RTGS
TXN-00098,A-0205,A-0282,17804.38,2025-05-27 14:55:08,UPI
TXN-00099,A-0475,A-0479,52862.64,2024-12-12 15:13:23,IMPS
TXN-00100,A-0167,A-0324,233807.99,2025-09-28 04:43:32,NEFT
TXN-00101,A-0101,A-0338,66571.2,2026-08-18 02:01:39,IMPS
TXN-00102,A-0344,A-0196,306522.17,2024-06-07 14:02:11,UPI
TXN-00103,A-0160,A-0243,25703.05,2026-02-17 02:39:09,RTGS
TXN-00104,A-0439,A-0219,147230.14,2026-01-21 09:35:42,RTGS
TXN-00105,A-0384,A-0023,244896.17,2025-06-27 07:13:25,UPI
TXN-00106,A-0086,A-0317,462353.2,2026-04-28 16:41:23,UPI
TXN-00107,A-0170,A-0006,207069.97,2025-02-25 11:42:04,NEFT
TXN-00108,A-0122,A-0487,490190.66,2026-07-12 06:48:10,IMPS
TXN-00109,A-0204,A-0342,491090.01,2025-07-03 11:51:03,Cash Deposit
TXN-00110,A-0005,A-0151,42971.31,2026-01-01 03:08:47,RTGS
TXN-00111,A-0017,A-0467,376489.58,2026-04-08 11:39:32,NEFT
TXN-00112,A-0091,A-0442,242866.6,2025-01-16 14:43:07,UPI
TXN-00113,A-0390,A-0060,254585.74,2024-06-06 17:53:26,UPI
TXN-00114,A-0093,A-0178,89683.77,2024-12-16 16:32:00,RTGS
TXN-00115,A-0040,A-0208,381498.57,2025-08-19 05:04:59,NEFT
TXN-00116,A-0451,A-0435,123757.81,2024-10-17 12:40:32,IMPS
TXN-00117,A-0037,A-0283,395426.27,2026-06-26 12:01:39,Cash Deposit
TXN-00118,A-0495,A-0476,245234.7,2026-03-10 03:09:15,IMPS
TXN-00119,A-0348,A-0249,335109.51,2024-11-27 05:49:15,IMPS
TXN-00120,A-0431,A-0267,218280.75,2026-12-01 08:34:34,UPI
TXN-00121,A-0256,A-0300,498541.73,2025-03-18 08:33:08,IMPS
TXN-00122,A-0025,A-0264,236216.21,2025-02-15 07:04:54,NEFT
TXN-00123,A-0201,A-0436,416685.24,2024-08-18 12:48:15,RTGS
TXN-00124,A-0094,A-0437,261462.96,2026-03-07 15:05:48,Cash Deposit
TXN-00125,A-0330,A-0266,472307.85,2024-02-18 19:44:13,Cash Deposit
TXN-00126,A-0302,A-0190,119671.52,2026-05-04 12:13:47,UPI
TXN-00127,A-0026,A-0096,499384.76,2024-10-20 17:38:29,UPI
TXN-00128,A-0316,A-0104,407199.2,2026-04-17 23:59:38,IMPS
TXN-00129,A-0241,A-0448,78116.52,2024-01-12 22:31:46,UPI
TXN-00130,A-0121,A-0459,400960.88,2025-03-30 16:28:43,IMPS
TXN-00131,A-0073,A-0350,402335.83,2024-08-16 07:51:41,IMPS
TXN-00132,A-0231,A-0422,414002.67,2024-12-27 18:09:41,NEFT
TXN-00133,A-0297,A-0090,494685.75,2024-10-21 14:50:30,RTGS
TXN-00134,A-0319,A-0143,79322.55,2025-11-02 09:28:02,Cash Deposit
TXN-00135,A-0380,A-0449,123565.71,2024-09-14 22:14:11,NEFT
TXN-00136,A-0482,A-0203,71083.98,2026-11-12 07:48:04,IMPS
TXN-00137,A-0016,A-0348,399203.65,2026-08-23 06:19:48,RTGS
TXN-00138,A-0044,A-0401,251419.77,2025-12-08 22:16:19,Cash Deposit
TXN-00139,A-0472,A-0039,294967.59,2026-10-23 00:55:36,RTGS
TXN-00140,A-0420,A-0385,267362.77,2024-03-04 21:50:16,UPI
TXN-00141,A-0135,A-0010,197321.23,2025-03-01 08:24:53,NEFT
TXN-00142,A-0225,A-0076,164990.17,2025-07-04 11:00:01,NEFT
TXN-00143,A-0096,A-0248,129866.36,2026-01-06 21:55:43,Cash Deposit
TXN-00144,A-0251,A-0120,90134.82,2024-10-01 17:38:07,NEFT
TXN-00145,A-0053,A-0410,119437.25,2025-10-07 12:40:53,IMPS
TXN-00146,A-0026,A-0398,309440.43,2024-07-16 14:17:06,RTGS
TXN-00147,A-0097,A-0398,466205.7,2025-01-15 20:37:58,Cash Deposit
TXN-00148,A-0130,A-0186,352458.45,2024-07-16 03:06:26,Cash Deposit
TXN-00149,A-0174,A-0418,2605.13,2024-05-20 15:22:03,Cash Deposit
TXN-00150,A-0089,A-0397,391741.82,2025-08-29 21:35:11,UPI
TXN-00151,A-0116,A-0103,406766.63,2026-05-20 15:30:49,UPI
TXN-00152,A-0487,A-0377,162191.76,2025-11-29 16:54:15,NEFT
TXN-00153,A-0329,A-0295,372063.5,2026-04-11 14:23:08,Cash Deposit
TXN-00154,A-0034,A-0500,43315.69,2024-07-10 18:38:33,NEFT
TXN-00155,A-0338,A-0002,97057.61,2026-07-17 05:38:41,RTGS
TXN-00156,A-0061,A-0299,131913.0,2024-06-27 19:33:49,Cash Deposit
TXN-00157,A-0169,A-0475,387752.19,2026-01-17 01:58:26,NEFT
TXN-00158,A-0222,A-0298,498449.47,2026-11-07 12:23:13,UPI
TXN-00159,A-0497,A-0194,324578.02,2026-07-27 15:18:38,IMPS
TXN-00160,A-0182,A-0318,189856.68,2024-06-03 21:44:02,Cash Deposit
TXN-00161,A-0300,A-0227,370449.61,2026-04-11 02:14:13,NEFT
TXN-00162,A-0102,A-0194,286264.35,2025-07-16 11:09:13,RTGS
TXN-00163,A-0407,A-0409,423849.37,2025-12-12 03:47:29,NEFT
TXN-00164,A-0231,A-0342,98952.54,2024-01-10 09:47:28,IMPS
TXN-00165,A-0499,A-0080,52241.76,2025-08-30 22:06:13,Cash Deposit
TXN-00166,A-0080,A-0221,248976.97,2025-02-08 04:21:21,Cash Deposit
TXN-00167,A-0392,A-0140,90962.64,2025-07-13 05:23:07,UPI
TXN-00168,A-0440,A-0096,483547.8,2025-09-09 04:46:35,UPI
TXN-00169,A-0415,A-0367,486656.83,2026-09-09 06:58:59,UPI
TXN-00170,A-0343,A-0376,129058.13,2024-02-27 08:28:04,NEFT
TXN-00171,A-0054,A-0233,16111.87,2025-10-31 03:40:29,NEFT
TXN-00172,A-0303,A-0476,118586.99,2026-01-18 19:40:37,RTGS
TXN-00173,A-0168,A-0008,117957.45,2026-11-02 07:29:33,Cash Deposit
TXN-00174,A-0052,A-0013,104031.64,2025-09-03 11:26:06,IMPS
TXN-00175,A-0045,A-0495,325269.13,2025-03-21 11:34:18,NEFT
TXN-00176,A-0345,A-0363,33186.49,2025-08-26 08:11:53,Cash Deposit
TXN-00177,A-0494,A-0040,115501.57,2024-05-12 13:51:41,NEFT
TXN-00178,A-0389,A-0179,314295.05,2025-06-18 16:14:49,IMPS
TXN-00179,A-0447,A-0134,468424.86,2025-03-08 08:51:04,RTGS
TXN-00180,A-0484,A-0461,151695.38,2024-12-06 11:47:01,Cash Deposit
TXN-00181,A-0411,A-0211,16786.55,2024-10-15 05:21:22,RTGS
TXN-00182,A-0069,A-0292,386361.55,2025-06-05 12:24:54,UPI
TXN-00183,A-0089,A-0476,173612.55,2026-11-15 11:03:18,UPI
TXN-00184,A-0346,A-0286,477099.42,2026-05-05 20:51:31,UPI
TXN-00185,A-0388,A-0289,213896.49,2026-11-19 03:06:17,NEFT
TXN-00186,A-0190,A-0483,302720.89,2025-08-23 21:43:59,UPI
TXN-00187,A-0472,A-0155,364960.65,2025-10-21 09:03:31,IMPS
TXN-00188,A-0052,A-0103,483192.06,2025-03-20 18:50:02,UPI
TXN-00189,A-0403,A-0115,346319.76,2026-04-28 16:57:52,Cash Deposit
TXN-00190,A-0042,A-0221,413104.0,2024-07-24 15:37:55,IMPS
TXN-00191,A-0140,A-0124,341135.3,2025-04-08 16:28:53,Cash Deposit
TXN-00192,A-0386,A-0343,235075.23,2025-04-30 13:55:42,NEFT
TXN-00193,A-0256,A-0359,2528.57,2025-06-15 17:37:03,RTGS
TXN-00194,A-0386,A-0469,402391.62,2026-02-06 08:42:50,NEFT
TXN-00195,A-0056,A-0233,151637.25,2026-12-18 21:39:23,UPI
TXN-00196,A-0340,A-0352,384921.86,2026-03-05 22:38:19,NEFT
TXN-00197,A-0305,A-0219,427096.84,2026-07-03 05:07:36,IMPS
TXN-00198,A-0046,A-0284,306622.09,2026-05-30 06:10:43,UPI
TXN-00199,A-0316,A-0388,188818.58,2024-08-04 23:28:43,Cash Deposit
TXN-00200,A-0283,A-0474,371822.59,2026-07-15 11:24:53,RTGS
TXN-00201,A-0198,A-0354,482303.31,2025-06-12 17:53:28,UPI
TXN-00202,A-0455,A-0399,410423.03,2024-08-27 22:07:10,IMPS
TXN-00203,A-0177,A-0127,487262.13,2024-09-04 16:29:42,IMPS
TXN-00204,A-0410,A-0001,419044.86,2025-06-17 14:14:21,Cash Deposit
TXN-00205,A-0058,A-0152,422915.79,2025-04-24 19:42:55,IMPS
TXN-00206,A-0026,A-0117,422775.73,2026-08-12 04:34:35,Cash Deposit
TXN-00207,A-0173,A-0145,209373.55,2025-12-08 16:01:12,RTGS
TXN-00208,A-0324,A-0030,129370.33,2025-08-25 03:14:27,IMPS
TXN-00209,A-0479,A-0338,176640.74,2024-05-06 22:26:47,NEFT
TXN-00210,A-0210,A-0347,254971.65,2024-04-25 07:56:22,IMPS
TXN-00211,A-0083,A-0260,95319.7,2026-12-06 06:46:25,NEFT
TXN-00212,A-0077,A-0317,256115.35,2026-05-25 17:42:06,IMPS
TXN-00213,A-0104,A-0478,349790.39,2026-01-05 19:30:25,IMPS
TXN-00214,A-0317,A-0297,231889.24,2024-08-09 22:04:51,Cash Deposit
TXN-00215,A-0210,A-0127,256151.16,2026-11-15 13:10:44,Cash Deposit
TXN-00216,A-0361,A-0411,167385.19,2024-10-30 05:09:40,IMPS
TXN-00217,A-0117,A-0250,210756.34,2026-04-13 07:08:29,NEFT
TXN-00218,A-0258,A-0255,230998.71,2024-07-17 02:47:49,UPI
TXN-00219,A-0495,A-0414,430676.57,2026-06-14 13:30:16,IMPS
TXN-00220,A-0306,A-0388,488626.49,2025-11-12 12:38:14,RTGS
TXN-00221,A-0138,A-0474,212783.12,2026-01-26 01:44:06,RTGS
TXN-00222,A-0267,A-0316,389330.96,2025-11-20 18:17:50,NEFT
TXN-00223,A-0311,A-0135,391006.85,2026-04-25 08:34:23,UPI
TXN-00224,A-0311,A-0294,260494.44,2026-08-03 05:28:42,IMPS
TXN-00225,A-0356,A-0322,223613.64,2025-07-20 04:25:12,NEFT
TXN-00226,A-0359,A-0427,43032.66,2025-09-04 07:59:09,RTGS
TXN-00227,A-0361,A-0061,455381.77,2025-06-23 05:47:05,IMPS
TXN-00228,A-0130,A-0159,200989.21,2024-03-08 21:06:34,Cash Deposit
TXN-00229,A-0076,A-0160,477008.2,2024-10-19 20:02:01,IMPS
TXN-00230,A-0254,A-0134,11783.77,2024-03-08 11:15:32,IMPS
TXN-00231,A-0082,A-0382,345518.67,2026-09-20 23:10:42,UPI
TXN-00232,A-0103,A-0189,215787.41,2025-05-30 16:48:59,NEFT
TXN-00233,A-0026,A-0494,440821.81,2026-07-16 23:59:23,RTGS
TXN-00234,A-0416,A-0312,38920.67,2026-09-27 11:40:04,UPI
TXN-00235,A-0299,A-0015,177141.15,2026-03-20 23:52:09,UPI
TXN-00236,A-0319,A-0436,244088.99,2025-08-02 00:50:29,NEFT
TXN-00237,A-0144,A-0487,181594.74,2026-04-15 03:44:00,UPI
TXN-00238,A-0140,A-0061,25411.0,2024-05-08 18:10:08,NEFT
TXN-00239,A-0289,A-0078,293974.27,2024-10-11 01:55:00,IMPS
TXN-00240,A-0046,A-0388,14675.79,2025-03-07 22:30:26,NEFT
TXN-00241,A-0300,A-0353,32480.53,2025-12-29 01:37:47,UPI
TXN-00242,A-0156,A-0226,88654.07,2025-06-09 16:13:47,RTGS
TXN-00243,A-0029,A-0363,161339.75,2025-12-12 13:28:35,NEFT
TXN-00244,A-0247,A-0259,14443.26,2025-01-19 22:30:06,RTGS
TXN-00245,A-0492,A-0469,240304.53,2026-10-09 12:33:30,IMPS
TXN-00246,A-0161,A-0193,68633.15,2025-08-02 10:19:25,Cash Deposit
TXN-00247,A-0119,A-0101,388531.76,2025-03-07 08:56:35,RTGS
TXN-00248,A-0279,A-0457,171653.51,2025-09-21 15:05:13,RTGS
TXN-00249,A-0471,A-0022,280946.12,2025-02-28 10:35:36,UPI
TXN-00250,A-0287,A-0071,104622.57,2025-08-26 03:14:51,UPI
TXN-00251,A-0217,A-0407,331081.81,2024-04-10 14:46:01,IMPS
TXN-00252,A-0339,A-0440,20989.64,2025-06-22 21:10:38,IMPS
TXN-00253,A-0328,A-0382,463667.48,2025-05-12 10:34:57,UPI
TXN-00254,A-0495,A-0249,490403.13,2026-09-18 22:45:53,NEFT
TXN-00255,A-0146,A-0368,21714.77,2025-04-23 22:57:18,Cash Deposit
TXN-00256,A-0057,A-0281,312963.96,2024-11-07 03:38:10,RTGS
TXN-00257,A-0082,A-0048,442342.36,2026-02-23 00:36:51,NEFT
TXN-00258,A-0292,A-0085,264278.17,2025-03-26 02:26:25,Cash Deposit
TXN-00259,A-0237,A-0326,337743.14,2026-12-03 04:07:55,UPI
TXN-00260,A-0279,A-0411,462758.02,2024-05-04 05:36:58,NEFT
TXN-00261,A-0471,A-0278,498613.99,2025-05-08 14:31:53,Cash Deposit
TXN-00262,A-0466,A-0004,225140.83,2024-10-14 12:57:25,IMPS
TXN-00263,A-0123,A-0401,155149.68,2026-01-02 15:24:14,UPI
TXN-00264,A-0463,A-0036,146344.48,2025-01-22 12:41:42,Cash Deposit
TXN-00265,A-0356,A-0095,124882.19,2026-12-07 14:13:28,RTGS
TXN-00266,A-0360,A-0201,403722.44,2024-11-28 11:08:49,NEFT
TXN-00267,A-0119,A-0258,72373.55,2025-06-21 22:40:58,NEFT
TXN-00268,A-0037,A-0244,38113.91,2025-12-07 22:41:03,IMPS
TXN-00269,A-0006,A-0311,321529.64,2024-03-31 21:54:00,NEFT
TXN-00270,A-0319,A-0346,69650.67,2026-01-17 17:26:57,Cash Deposit
TXN-00271,A-0316,A-0124,288370.7,2025-11-27 08:34:34,UPI
TXN-00272,A-0013,A-0197,110479.35,2026-09-11 08:14:45,RTGS
TXN-00273,A-0095,A-0228,410108.37,2026-02-25 11:38:57,IMPS
TXN-00274,A-0277,A-0343,346280.46,2024-04-17 06:28:51,RTGS
TXN-00275,A-0200,A-0201,287627.4,2026-12-03 22:25:05,NEFT
TXN-00276,A-0121,A-0493,172872.22,2026-01-11 19:56:46,IMPS
TXN-00277,A-0379,A-0094,1306.8,2024-02-25 02:40:24,UPI
TXN-00278,A-0325,A-0359,151717.06,2026-01-15 11:17:25,IMPS
TXN-00279,A-0282,A-0435,297519.56,2025-09-26 17:53:14,UPI
TXN-00280,A-0229,A-0139,52871.64,2024-04-26 13:20:29,RTGS
TXN-00281,A-0439,A-0497,486768.13,2026-08-12 00:30:24,NEFT
TXN-00282,A-0088,A-0053,164438.51,2026-07-14 16:36:43,RTGS
TXN-00283,A-0028,A-0069,374232.65,2025-12-06 09:08:37,RTGS
TXN-00284,A-0481,A-0272,37682.78,2025-05-08 20:54:17,NEFT
TXN-00285,A-0091,A-0004,361691.11,2025-07-15 03:51:10,NEFT
TXN-00286,A-0328,A-0250,381088.51,2024-09-25 18:30:10,UPI
TXN-00287,A-0077,A-0466,297921.92,2026-07-18 06:16:26,Cash Deposit
TXN-00288,A-0168,A-0183,215943.53,2024-08-22 05:40:15,Cash Deposit
TXN-00289,A-0029,A-0330,381435.12,2024-04-24 17:58:52,Cash Deposit
TXN-00290,A-0395,A-0475,351122.54,2025-03-09 07:34:03,NEFT
TXN-00291,A-0082,A-0179,193869.37,2024-07-30 17:00:05,Cash Deposit
TXN-00292,A-0428,A-0273,453097.57,2024-12-22 04:17:56,Cash Deposit
TXN-00293,A-0147,A-0214,426713.59,2024-11-24 03:35:30,NEFT
TXN-00294,A-0156,A-0187,88953.41,2025-12-12 20:27:05,RTGS
TXN-00295,A-0485,A-0189,199181.76,2026-03-25 12:45:35,UPI
TXN-00296,A-0297,A-0489,467536.72,2024-12-16 21:46:11,IMPS
TXN-00297,A-0433,A-0307,448141.65,2024-03-08 21:14:35,RTGS
TXN-00298,A-0156,A-0448,375477.59,2025-08-31 02:44:01,Cash Deposit
TXN-00299,A-0187,A-0471,214083.08,2025-03-02 15:58:59,NEFT
TXN-00300,A-0387,A-0232,480678.87,2024-12-25 12:42:04,IMPS
TXN-00301,A-0395,A-0261,214491.17,2025-12-25 19:47:04,IMPS
TXN-00302,A-0255,A-0224,179371.95,2026-05-05 21:14:47,IMPS
TXN-00303,A-0347,A-0255,161117.68,2026-09-22 00:09:46,RTGS
TXN-00304,A-0209,A-0442,198457.74,2026-01-18 01:54:09,RTGS
TXN-00305,A-0374,A-0397,432220.67,2026-04-26 10:11:46,UPI
TXN-00306,A-0051,A-0192,308314.37,2024-01-11 11:23:47,IMPS
TXN-00307,A-0212,A-0258,155548.11,2026-07-23 00:06:04,NEFT
TXN-00308,A-0218,A-0135,250009.83,2026-02-12 22:13:20,IMPS
TXN-00309,A-0024,A-0435,344476.54,2024-04-06 10:54:03,Cash Deposit
TXN-00310,A-0430,A-0004,253855.43,2026-03-09 08:01:24,NEFT
TXN-00311,A-0259,A-0191,51554.25,2024-03-05 10:46:04,NEFT
TXN-00312,A-0391,A-0238,429532.55,2025-11-07 00:00:07,NEFT
TXN-00313,A-0015,A-0328,167647.62,2024-11-19 06:34:20,UPI
TXN-00314,A-0095,A-0393,6747.05,2025-04-04 20:25:41,RTGS
TXN-00315,A-0419,A-0345,350119.8,2025-07-30 09:39:53,Cash Deposit
TXN-00316,A-0450,A-0432,189327.58,2024-10-02 17:56:07,IMPS
TXN-00317,A-0490,A-0369,255991.71,2024-07-15 10:41:28,IMPS
TXN-00318,A-0303,A-0437,46259.45,2026-08-23 22:56:21,UPI
TXN-00319,A-0068,A-0345,185166.61,2025-11-04 10:02:29,RTGS
TXN-00320,A-0307,A-0124,448834.3,2025-10-03 08:08:28,NEFT
TXN-00321,A-0170,A-0257,304748.12,2025-08-23 20:46:14,RTGS
TXN-00322,A-0350,A-0315,295399.64,2024-05-16 15:46:27,NEFT
TXN-00323,A-0484,A-0179,67168.47,2025-11-26 05:12:43,Cash Deposit
TXN-00324,A-0334,A-0348,65309.88,2025-10-20 02:52:56,UPI
TXN-00325,A-0293,A-0355,274329.69,2024-03-31 02:23:37,Cash Deposit
TXN-00326,A-0342,A-0155,383190.17,2026-07-25 09:04:53,UPI
TXN-00327,A-0041,A-0148,105370.17,2026-05-16 08:41:42,UPI
TXN-00328,A-0290,A-0278,157597.16,2024-07-16 01:57:31,UPI
TXN-00329,A-0145,A-0345,376082.4,2025-10-21 22:02:00,UPI
TXN-00330,A-0317,A-0336,481092.13,2026-07-15 23:37:24,UPI
TXN-00331,A-0015,A-0434,245630.54,2026-01-11 22:27:52,RTGS
TXN-00332,A-0107,A-0135,300415.24,2025-08-18 13:01:12,IMPS
TXN-00333,A-0087,A-0046,81873.35,2024-02-03 10:54:40,RTGS
TXN-00334,A-0464,A-0151,93890.07,2024-07-02 18:42:08,Cash Deposit
TXN-00335,A-0165,A-0139,273821.3,2024-03-14 16:56:16,NEFT
TXN-00336,A-0167,A-0169,155760.72,2024-03-12 13:35:24,IMPS
TXN-00337,A-0455,A-0062,102928.32,2024-04-08 20:53:24,IMPS
TXN-00338,A-0428,A-0230,491161.21,2026-08-12 00:04:51,Cash Deposit
TXN-00339,A-0425,A-0402,451395.94,2026-02-15 23:56:02,Cash Deposit
TXN-00340,A-0048,A-0465,138159.55,2026-05-17 21:22:14,NEFT
TXN-00341,A-0390,A-0187,408664.3,2024-07-24 06:15:22,IMPS
TXN-00342,A-0404,A-0442,423992.34,2025-02-23 13:49:51,IMPS
TXN-00343,A-0398,A-0402,414970.66,2026-01-07 21:24:26,RTGS
TXN-00344,A-0497,A-0082,368662.13,2026-09-19 16:51:29,Cash Deposit
TXN-00345,A-0299,A-0318,208220.98,2024-09-26 04:58:06,UPI
