txn_id,sender_account_id,receiver_account_id,amount_inr,timestamp,mode
TXN-00114,A-0456,A-0435,31354.68,2023-07-18 02:52:44,IMPS
TXN-00115,A-0471,A-0411,20165.37,2024-04-13 07:39:22,NEFT
TXN-00116,A-0034,A-0053,30651.62,2025-05-18 18:39:05,IMPS
TXN-00117,A-0151,A-0436,17474.77,2023-05-29 20:48:38,NEFT
TXN-00118,A-0120,A-0443,27181.13,2025-10-21 20:17:40,IMPS
TXN-00119,A-0233,A-0197,21157.3,2024-10-27 00:56:19,IMPS
TXN-00120,A-0174,A-0334,42222.53,2023-02-10 08:18:33,NEFT
TXN-00121,A-0265,A-0169,26657.69,2023-06-17 18:46:39,IMPS
TXN-00122,A-0007,A-0305,32241.82,2025-07-10 00:24:38,RTGS
TXN-00123,A-0464,A-0294,6106.18,2025-03-01 13:05:34,UPI
TXN-00124,A-0182,A-0216,21922.27,2025-08-22 10:59:55,NEFT
TXN-00125,A-0096,A-0125,6626.44,2023-03-10 11:04:41,IMPS
TXN-00126,A-0066,A-0160,26511.24,2025-03-08 02:42:50,UPI
TXN-00127,A-0160,A-0299,39892.37,2023-08-15 05:16:54,RTGS
TXN-00128,A-0241,A-0159,27348.16,2024-03-28 03:39:01,UPI
TXN-00129,A-0005,A-0266,26596.58,2025-11-19 16:52:15,RTGS
TXN-00130,A-0030,A-0122,23066.3,2025-05-19 01:48:16,IMPS
TXN-00131,A-0217,A-0177,9195.62,2023-11-08 06:24:21,RTGS
TXN-00132,A-0403,A-0036,15699.06,2025-11-03 11:37:50,NEFT
TXN-00133,A-0356,A-0355,44195.58,2025-07-20 16:45:33,UPI
TXN-00134,A-0437,A-0297,25691.31,2024-06-05 10:19:47,UPI
TXN-00135,A-0215,A-0169,7721.46,2024-12-06 17:36:34,IMPS
TXN-00136,A-0254,A-0113,41437.93,2025-09-19 06:57:42,RTGS
TXN-00137,A-0355,A-0118,21260.89,2023-11-28 02:22:46,RTGS
TXN-00138,A-0247,A-0377,34691.5,2024-05-29 23:46:44,NEFT
TXN-00139,A-0106,A-0205,8698.88,2023-01-11 10:44:26,UPI
TXN-00140,A-0006,A-0038,16425.96,2025-05-11 16:24:07,IMPS
TXN-00141,A-0073,A-0149,20098.16,2025-09-07 17:51:32,UPI
TXN-00142,A-0023,A-0016,9360.97,2024-03-17 08:02:55,RTGS
TXN-00143,A-0113,A-0454,12158.95,2023-09-28 17:47:52,UPI
TXN-00144,A-0434,A-0284,11445.41,2023-11-01 10:56:45,IMPS
TXN-00145,A-0091,A-0432,12149.59,2023-06-07 04:38:41,IMPS
TXN-00146,A-0426,A-0347,6607.34,2025-10-14 07:17:35,IMPS
TXN-00147,A-0174,A-0480,9855.56,2024-12-09 16:30:21,RTGS
TXN-00148,A-0190,A-0415,17069.59,2023-09-24 04:45:23,NEFT
TXN-00149,A-0450,A-0365,3409.3,2023-08-13 08:49:27,RTGS
TXN-00150,A-0407,A-0098,9029.82,2024-08-10 12:09:04,UPI
TXN-00151,A-0163,A-0307,19614.54,2025-09-15 05:07:41,RTGS
TXN-00152,A-0472,A-0024,34457.17,2025-07-01 09:05:44,RTGS
TXN-00153,A-0438,A-0275,13591.13,2023-08-19 18:58:34,UPI
TXN-00154,A-0127,A-0028,28510.93,2024-03-11 01:53:22,RTGS
TXN-00155,A-0436,A-0261,43593.1,2025-01-29 14:53:32,RTGS
TXN-00156,A-0373,A-0042,35417.6,2025-10-27 17:09:17,IMPS
TXN-00157,A-0086,A-0261,17771.16,2025-09-29 02:00:39,UPI
TXN-00158,A-0256,A-0266,21159.89,2024-05-14 22:26:09,UPI
TXN-00159,A-0270,A-0356,22006.72,2025-02-07 15:11:01,NEFT
TXN-00160,A-0138,A-0298,18342.1,2025-06-26 04:27:00,IMPS
TXN-00161,A-0107,A-0113,40322.37,2024-12-03 06:45:59,RTGS
TXN-00162,A-0203,A-0112,14116.96,2024-08-08 18:40:18,RTGS
TXN-00163,A-0479,A-0432,17147.78,2025-05-05 06:03:55,IMPS
TXN-00164,A-0069,A-0385,4239.25,2024-11-21 12:21:33,UPI
TXN-00165,A-0118,A-0299,2330.86,2025-03-06 18:30:53,UPI
TXN-00166,A-0219,A-0231,21306.02,2024-09-27 06:51:52,UPI
TXN-00167,A-0412,A-0255,14607.41,2024-08-16 23:49:17,IMPS
TXN-00168,A-0092,A-0227,10903.67,2025-09-29 12:34:22,IMPS
TXN-00169,A-0184,A-0462,4167.62,2025-02-18 11:09:07,IMPS
TXN-00170,A-0403,A-0142,41733.96,2023-06-02 20:57:27,IMPS
TXN-00171,A-0037,A-0185,2203.52,2023-11-08 03:58:16,UPI
TXN-00172,A-0101,A-0346,15151.24,2024-04-15 06:03:17,UPI
TXN-00173,A-0098,A-0362,27379.51,2023-08-03 03:59:03,UPI
TXN-00174,A-0005,A-0395,13826.6,2024-06-22 11:23:27,NEFT
TXN-00175,A-0485,A-0208,37072.83,2025-10-14 23:40:19,IMPS
TXN-00176,A-0242,A-0335,23312.79,2023-08-20 21:36:15,NEFT
TXN-00177,A-0117,A-0371,33836.6,2025-01-07 00:20:24,RTGS
TXN-00178,A-0265,A-0301,35475.87,2024-12-29 03:49:53,NEFT
TXN-00179,A-0175,A-0406,4321.48,2023-10-19 19:25:37,NEFT
TXN-00180,A-0395,A-0483,31558.39,2023-11-22 13:53:09,NEFT
TXN-00181,A-0231,A-0437,25350.88,2024-08-05 01:50:05,RTGS
TXN-00182,A-0296,A-0448,6211.38,2023-01-16 00:56:22,NEFT
TXN-00183,A-0415,A-0338,37626.3,2024-06-11 21:29:29,RTGS
TXN-00184,A-0215,A-0218,31016.44,2024-09-18 14:40:32,UPI
TXN-00185,A-0167,A-0301,1534.17,2023-02-20 00:50:17,RTGS
TXN-00186,A-0079,A-0488,44744.45,2025-06-01 15:41:29,NEFT
TXN-00187,A-0196,A-0105,42716.82,2023-04-09 23:15:10,NEFT
TXN-00188,A-0097,A-0244,5334.41,2025-06-03 17:03:30,NEFT
TXN-00189,A-0328,A-0459,14056.72,2023-09-24 07:08:14,IMPS
TXN-00190,A-0346,A-0284,8404.81,2025-12-06 08:41:49,NEFT
TXN-00191,A-0014,A-0096,9355.44,2024-08-22 11:10:31,UPI
TXN-00192,A-0106,A-0120,13454.2,2025-03-25 14:53:19,IMPS
TXN-00193,A-0233,A-0030,16905.03,2023-01-18 03:51:55,RTGS
TXN-00194,A-0168,A-0441,40986.65,2024-08-30 13:27:41,RTGS
TXN-00195,A-0057,A-0067,24372.16,2025-01-12 22:29:41,IMPS
TXN-00196,A-0200,A-0490,40709.64,2023-11-17 18:07:15,RTGS
TXN-00197,A-0446,A-0106,14284.19,2025-10-29 17:15:58,NEFT
TXN-00198,A-0082,A-0310,26091.57,2024-04-27 01:20:04,RTGS
TXN-00199,A-0258,A-0367,30975.2,2024-03-03 21:11:02,RTGS
TXN-00200,A-0004,A-0074,20335.06,2024-09-12 04:37:51,RTGS
TXN-00201,A-0270,A-0169,41008.46,2025-02-01 16:15:51,NEFT
TXN-00202,A-0237,A-0295,2239.27,2023-05-22 12:33:14,UPI
TXN-00203,A-0331,A-0452,41390.87,2024-06-22 16:57:50,UPI
TXN-00204,A-0201,A-0314,37142.62,2023-09-30 01:10:52,NEFT
TXN-00205,A-0128,A-0092,40548.43,2024-11-02 04:59:01,NEFT
TXN-00206,A-0197,A-0467,29829.06,2025-12-21 02:47:20,IMPS
TXN-00207,A-0202,A-0358,42583.09,2024-01-08 08:29:12,RTGS
TXN-00208,A-0141,A-0452,28449.7,2024-03-29 10:25:57,IMPS
TXN-00209,A-0358,A-0372,32647.22,2023-12-04 11:50:54,NEFT
TXN-00210,A-0211,A-0391,25100.66,2024-07-26 19:19:40,IMPS
TXN-00211,A-0387,A-0054,22945.57,2024-05-21 10:39:02,NEFT
TXN-00212,A-0231,A-0085,11748.11,2025-02-25 03:27:17,IMPS
TXN-00213,A-0237,A-0014,3757.2,2025-12-14 20:18:14,NEFT
TXN-00214,A-0196,A-0176,33695.11,2023-10-29 23:53:27,NEFT
TXN-00215,A-0020,A-0006,11651.96,2023-08-01 00:21:52,UPI
TXN-00216,A-0344,A-0384,21158.93,2024-12-17 16:38:08,IMPS
TXN-00217,A-0043,A-0281,29737.51,2024-11-10 23:31:14,RTGS
TXN-00218,A-0242,A-0421,12921.81,2023-09-08 16:10:49,RTGS
TXN-00219,A-0430,A-0010,27510.99,2023-10-03 07:51:34,UPI
TXN-00220,A-0064,A-0274,33494.37,2023-09-19 16:23:49,IMPS
TXN-00221,A-0344,A-0391,998.87,2024-02-29 11:34:58,RTGS
TXN-00222,A-0226,A-0184,8418.34,2023-02-23 12:11:48,RTGS
TXN-00223,A-0227,A-0357,2625.14,2025-09-13 02:42:06,IMPS
TXN-00224,A-0200,A-0354,14220.43,2023-03-23 10:10:56,IMPS
TXN-00225,A-0025,A-0396,17294.1,2023-11-10 09:20:22,RTGS
TXN-00226,A-0192,A-0466,11115.04,2023-05-22 23:07:59,IMPS
TXN-00227,A-0216,A-0015,44523.43,2024-06-07 16:37:09,RTGS
TXN-00228,A-0349,A-0343,3311.13,2023-05-31 01:37:42,RTGS
TXN-00229,A-0371,A-0086,2458.56,2025-03-07 03:23:19,IMPS
TXN-00230,A-0418,A-0168,14859.24,2025-08-31 16:17:31,RTGS
TXN-00231,A-0320,A-0107,42077.57,2024-09-05 17:03:01,NEFT
TXN-00232,A-0062,A-0119,10013.21,2024-07-07 22:07:44,UPI
TXN-00233,A-0089,A-0008,18395.21,2024-05-06 06:17:24,IMPS
TXN-00234,A-0200,A-0109,20915.53,2023-04-13 13:15:55,UPI
TXN-00235,A-0333,A-0320,16919.61,2023-04-15 14:17:29,RTGS
TXN-00236,A-0211,A-0155,34655.76,2025-02-15 01:32:38,IMPS
TXN-00237,A-0365,A-0275,35711.06,2025-06-03 05:30:10,RTGS
TXN-00238,A-0129,A-0492,4716.13,2024-05-18 20:48:15,NEFT
TXN-00239,A-0348,A-0474,43770.32,2025-12-13 15:47:02,RTGS
TXN-00240,A-0171,A-0090,28773.23,2025-12-04 04:31:18,UPI
TXN-00241,A-0436,A-0342,21954.8,2024-06-04 13:37:41,IMPS
TXN-00242,A-0312,A-0467,26534.14,2024-08-16 23:50:20,RTGS
TXN-00243,A-0258,A-0301,31856.0,2023-01-21 15:32:59,RTGS
TXN-00244,A-0011,A-0316,34272.88,2023-07-12 17:08:56,UPI
TXN-00245,A-0122,A-0378,19568.16,2024-01-14 08:02:34,IMPS
TXN-00246,A-0031,A-0071,17166.3,2024-04-05 18:35:55,RTGS
TXN-00247,A-0078,A-0193,9595.15,2023-02-28 21:15:53,RTGS
TXN-00248,A-0473,A-0372,27114.35,2024-11-20 07:18:42,UPI
TXN-00249,A-0069,A-0143,14630.47,2023-03-03 12:40:25,NEFT
TXN-00250,A-0332,A-0417,13336.25,2023-02-06 19:21:05,RTGS
TXN-00251,A-0434,A-0376,15241.53,2024-01-12 07:41:48,RTGS
TXN-00252,A-0277,A-0028,40845.13,2025-10-30 01:13:16,RTGS
TXN-00253,A-0411,A-0352,31484.37,2023-12-12 13:18:55,NEFT
TXN-00254,A-0267,A-0165,8667.77,2025-09-05 07:59:38,IMPS
TXN-00255,A-0034,A-0446,22378.08,2023-10-26 23:37:55,IMPS
TXN-00256,A-0325,A-0073,42253.22,2023-07-15 01:15:12,IMPS
TXN-00257,A-0089,A-0304,24923.7,2023-11-14 11:35:24,RTGS
TXN-00258,A-0260,A-0041,19467.67,2024-12-26 13:47:24,UPI
TXN-00259,A-0085,A-0370,9290.36,2024-10-20 16:29:28,RTGS
TXN-00260,A-0311,A-0128,13987.98,2025-06-14 10:33:48,NEFT
TXN-00261,A-0326,A-0104,12597.8,2025-01-17 11:20:39,IMPS
TXN-00262,A-0487,A-0185,18221.88,2023-09-18 14:46:16,NEFT
TXN-00263,A-0226,A-0217,22985.52,2024-11-04 07:27:35,RTGS
TXN-00264,A-0420,A-0489,35813.36,2023-01-31 18:36:37,NEFT
TXN-00265,A-0219,A-0438,4203.86,2024-04-11 09:26:36,RTGS
TXN-00266,A-0284,A-0373,8318.62,2024-08-14 00:12:46,NEFT
TXN-00267,A-0157,A-0233,13103.55,2025-05-23 06:10:35,NEFT
TXN-00268,A-0037,A-0171,6581.21,2024-12-29 23:13:27,RTGS
TXN-00269,A-0080,A-0470,8938.35,2023-01-20 22:29:46,UPI
TXN-00270,A-0252,A-0208,41693.25,2024-09-05 01:36:25,UPI
TXN-00271,A-0197,A-0251,14197.58,2025-07-02 21:44:58,IMPS
TXN-00272,A-0210,A-0454,2227.8,2023-07-13 08:51:28,NEFT
TXN-00273,A-0478,A-0290,7725.13,2024-11-08 18:21:58,UPI
TXN-00274,A-0395,A-0468,33945.19,2024-06-25 11:57:19,NEFT
TXN-00275,A-0326,A-0353,16884.03,2023-03-31 15:23:02,NEFT
TXN-00276,A-0475,A-0218,33237.06,2024-01-12 11:34:11,NEFT
TXN-00277,A-0018,A-0472,36684.13,2025-09-07 03:37:19,IMPS
TXN-00278,A-0358,A-0341,29217.34,2024-02-10 23:06:52,NEFT
TXN-00279,A-0484,A-0349,7057.85,2024-01-20 08:17:32,RTGS
TXN-00280,A-0007,A-0060,34808.26,2025-09-28 00:52:33,NEFT
TXN-00281,A-0204,A-0362,26584.14,2023-05-05 19:36:08,RTGS
TXN-00282,A-0449,A-0217,7879.15,2024-10-25 02:55:19,UPI
TXN-00283,A-0355,A-0155,22778.78,2025-04-08 07:11:08,NEFT
TXN-00284,A-0301,A-0158,33160.04,2023-05-19 01:26:31,IMPS
TXN-00285,A-0326,A-0294,35062.75,2024-06-18 23:53:40,RTGS
TXN-00286,A-0138,A-0384,9823.89,2024-09-10 05:24:18,UPI
TXN-00287,A-0004,A-0087,36829.33,2023-01-03 10:51:13,IMPS
TXN-00288,A-0036,A-0397,31486.09,2025-03-26 12:00:05,NEFT
TXN-00289,A-0336,A-0148,33120.38,2023-09-23 01:42:22,RTGS
TXN-00290,A-0192,A-0096,31830.1,2023-11-04 14:44:25,NEFT
TXN-00291,A-0094,A-0258,42707.51,2024-12-01 01:51:06,RTGS
TXN-00292,A-0096,A-0103,3124.7,2023-10-11 20:38:44,RTGS
TXN-00293,A-0133,A-0462,39286.89,2024-11-15 15:37:19,IMPS
TXN-00294,A-0445,A-0326,7892.61,2024-03-31 08:30:50,IMPS
TXN-00295,A-0194,A-0064,12815.92,2024-06-15 12:20:53,IMPS
TXN-00296,A-0300,A-0121,21766.42,2025-11-11 03:58:23,IMPS
TXN-00297,A-0005,A-0032,12340.59,2023-01-12 05:25:45,IMPS
TXN-00298,A-0050,A-0109,23743.89,2023-01-12 06:44:43,NEFT
TXN-00299,A-0309,A-0267,44416.91,2024-02-17 23:04:36,NEFT
TXN-00300,A-0243,A-0388,15497.83,2024-10-29 03:11:29,UPI
TXN-00301,A-0190,A-0350,40111.77,2024-05-04 16:23:42,RTGS
TXN-00302,A-0482,A-0185,30095.98,2024-08-10 21:06:19,IMPS
TXN-00303,A-0183,A-0448,15196.36,2023-06-05 14:52:58,IMPS
TXN-00304,A-0234,A-0446,31574.72,2023-08-04 17:11:20,IMPS
TXN-00305,A-0309,A-0063,39170.74,2024-03-10 03:18:16,RTGS
TXN-00306,A-0189,A-0232,28016.65,2025-10-20 12:40:53,NEFT
TXN-00307,A-0264,A-0212,29880.16,2023-01-05 20:39:41,UPI
TXN-00308,A-0009,A-0325,16529.15,2023-03-13 01:50:35,UPI
TXN-00309,A-0348,A-0228,10893.36,2025-01-22 16:49:00,NEFT
TXN-00310,A-0379,A-0314,35831.24,2024-06-25 02:49:52,NEFT
TXN-00311,A-0481,A-0477,42395.75,2025-01-09 15:06:41,IMPS
TXN-00312,A-0376,A-0198,13576.9,2023-10-31 00:59:45,RTGS
TXN-00313,A-0446,A-0267,39492.41,2025-02-22 22:13:00,IMPS
TXN-00314,A-0066,A-0255,35958.52,2024-04-13 03:04:44,NEFT
TXN-00315,A-0087,A-0459,20359.76,2023-06-29 16:48:44,NEFT
TXN-00316,A-0340,A-0277,11220.12,2023-11-25 18:32:30,RTGS
TXN-00317,A-0386,A-0484,29858.66,2023-05-19 22:15:35,IMPS
TXN-00318,A-0223,A-0367,1800.37,2024-05-22 04:49:54,NEFT
TXN-00319,A-0393,A-0144,10306.73,2024-02-05 05:05:17,NEFT
TXN-00320,A-0488,A-0460,30341.76,2025-10-30 18:45:26,RTGS
TXN-00321,A-0473,A-0274,28692.89,2025-02-03 05:33:10,IMPS
TXN-00322,A-0408,A-0355,15309.65,2023-12-14 16:06:01,IMPS
TXN-00323,A-0330,A-0176,17276.96,2024-08-15 20:57:43,NEFT
TXN-00324,A-0414,A-0120,10448.01,2023-06-29 17:14:04,UPI
TXN-00325,A-0045,A-0058,4466.7,2025-07-08 22:50:03,RTGS
TXN-00326,A-0382,A-0483,5666.73,2024-07-25 06:13:48,RTGS
TXN-00327,A-0437,A-0161,42956.05,2025-06-15 05:01:07,IMPS
TXN-00328,A-0160,A-0032,26757.66,2023-10-22 22:24:25,NEFT
TXN-00329,A-0217,A-0164,34822.0,2025-11-21 06:13:13,RTGS
TXN-00330,A-0267,A-0340,27271.98,2023-12-12 02:02:15,IMPS
TXN-00331,A-0203,A-0005,24454.04,2024-12-16 12:30:57,UPI
TXN-00332,A-0075,A-0418,42458.6,2023-12-07 01:20:29,NEFT
TXN-00333,A-0349,A-0234,7060.43,2024-03-16 05:39:01,RTGS
TXN-00334,A-0383,A-0341,38286.17,2025-12-28 00:30:08,IMPS
TXN-00335,A-0307,A-0164,14245.67,2025-12-05 16:52:07,IMPS
TXN-00336,A-0141,A-0435,31940.24,2025-01-12 23:40:23,RTGS
TXN-00337,A-0254,A-0150,31834.25,2024-08-08 04:42:56,IMPS
TXN-00338,A-0415,A-0171,7295.25,2023-11-24 04:13:29,RTGS
TXN-00339,A-0359,A-0377,2839.2,2023-10-06 02:21:28,NEFT
TXN-00340,A-0373,A-0201,13810.03,2025-10-21 02:37:58,RTGS
TXN-00341,A-0012,A-0281,17956.71,2024-10-18 05:36:37,NEFT
TXN-00342,A-0179,A-0388,17915.64,2023-04-22 13:45:49,UPI
TXN-00343,A-0145,A-0357,41576.34,2025-12-25 03:13:32,NEFT
TXN-00344,A-0050,A-0068,14892.13,2025-06-20 14:16:18,IMPS
TXN-00345,A-0436,A-0479,32076.65,2024-12-11 18:02:52,RTGS
TXN-00346,A-0296,A-0071,20163.83,2025-01-19 10:43:51,UPI
TXN-00347,A-0460,A-0075,9834.6,2023-10-31 22:32:58,IMPS
TXN-00348,A-0186,A-0372,38598.29,2023-06-08 08:53:27,RTGS
TXN-00349,A-0193,A-0487,44230.17,2025-11-21 11:33:19,RTGS
TXN-00350,A-0475,A-0029,4774.12,2025-01-06 03:22:07,RTGS
